Id,SalePrice
1568,236515.71722753567
1569,137689.78292348102
1570,133106.99722492613
1571,120187.51003735734
1572,146760.75380418135
1573,256216.34581894003
1574,117450.81023752989
1575,221974.62146860166
1576,222328.63934246334
1577,199289.63182999112
1578,158586.844067941
1579,151482.42280558168
1580,192656.9219717369
1581,158279.21151165204
1582,137085.24205233512
1583,320356.19505049434
1584,223850.98145933723
1585,142764.02537220798
1586,81592.5559408851
1587,88934.91048053301
1588,141139.98335974358
1589,95454.35427929675
1590,129712.26617144546
1591,95675.93616279004
1592,126777.14805195587
1593,130292.85287370934
1594,127614.51205366867
1595,113046.71076403132
1596,244386.35754993642
1597,203447.1967845707
1598,203981.6246003048
1599,186964.89526018235
1600,188193.64898766365
1601,78691.14903489029
1602,106680.77881438145
1603,83100.67811531824
1604,276344.03424614214
1605,247931.17731024162
1606,163934.18898247567
1607,179282.0560571134
1608,216105.79747511237
1609,208125.80999355984
1610,153223.64747056874
1611,140777.52382501535
1612,158377.62853494886
1613,151232.04122151042
1614,120997.33282253733
1615,92075.95091777793
1616,72556.7185964006
1617,90818.9397934796
1618,123320.58961335139
1619,130946.38707703634
1620,152262.007880417
1621,122344.51695209698
1622,136456.49115851754
1623,273801.80243547296
1624,200225.18120373637
1625,124557.06909965228
1626,161810.45800973766
1627,182478.9295748122
1628,265508.40197741985
1629,183888.94503458176
1630,405627.93382359773
1631,229887.27283321164
1632,253407.25692975536
1633,178046.07937276413
1634,174642.0902980259
1635,183964.05257130976
1636,152621.00873425114
1637,200828.92503400642
1638,209942.44901918847
1639,178044.72165498039
1640,270264.81845090043
1641,183821.48501642843
1642,229442.3984336593
1643,225567.36073951324
1644,234202.22438972944
1645,194606.39802679242
1646,160486.99049207589
1647,172353.32081095697
1648,131229.73163794476
1649,135816.45943274902
1650,114513.73370444612
1651,126007.73565839179
1652,93742.38386418045
1653,94327.31138558043
1654,143090.19224077408
1655,157929.27921937572
1656,135307.53410086237
1657,140474.9188558268
1658,136832.08015288902
1659,142454.66809629655
1660,151447.66767429732
1661,450671.9903472886
1662,448321.1149308073
1663,409891.14188097505
1664,475392.6927367635
1665,315953.4198615509
1666,333153.2212485405
1667,368809.446829116
1668,345091.7923694994
1669,308220.9913806494
1670,367010.0861325392
1671,275370.5796472109
1672,501167.02257207996
1673,303176.42513791786
1674,244556.47986902134
1675,187678.20289009562
1676,185593.3307571566
1677,214412.80315810037
1678,483337.59900111903
1679,417559.708354809
1680,361692.6131152422
1681,283352.8704403389
1682,313174.4586706615
1683,185494.6313150279
1684,173534.32562416975
1685,167596.77898146678
1686,171200.2602804162
1687,167905.58341104994
1688,186382.6791006923
1689,191697.65902937017
1690,189270.49201948132
1691,179979.01328541723
1692,267633.29906585725
1693,177085.5027865307
1694,178844.92433786273
1695,164735.26382148577
1696,264845.0390060741
1697,166534.4157513371
1698,364559.1037784668
1699,342456.5013919849
1700,245507.59722445346
1701,270974.95300949377
1702,262070.7313102653
1703,254087.51120044317
1704,298530.1756002803
1705,243685.40698046872
1706,466893.5948294772
1707,218818.19921041137
1708,200733.12392134545
1709,287355.70108018245
1710,223141.4851574961
1711,263713.9605011211
1712,240543.48008888794
1713,274805.2030643341
1714,214799.73692551753
1715,203900.87250748798
1716,178929.7225166525
1717,183982.20140275423
1718,143939.08899965513
1719,205569.9994785515
1720,245390.12794285727
1721,182623.78279234457
1722,146431.22723978737
1723,162360.5631036225
1724,218265.17455124014
1725,230983.9678974404
1726,191893.68343877554
1727,154672.11855141926
1728,185015.42839620425
1729,160452.34249327783
1730,168690.41799689474
1731,118623.5089124116
1732,129396.6816881464
1733,121070.41047264777
1734,125975.32437077639
1735,136972.5143032739
1736,114561.92050868769
1737,354826.73100047105
1738,227234.07888790267
1739,303331.14159224456
1740,221133.11011474262
1741,201791.04329887842
1742,164843.45554070242
1743,172786.94915359456
1744,297868.06393699854
1745,226782.1537865727
1746,253990.79476234852
1747,230610.6998936943
1748,235196.07455989064
1749,161721.46015776004
1750,134377.9191230796
1751,252677.31969788508
1752,120369.30068901359
1753,156926.3882938657
1754,210707.25209771446
1755,168809.9642595817
1756,126230.52683726106
1757,120586.57950364616
1758,146866.88856450465
1759,161394.28461201166
1760,162112.25616936525
1761,138103.9318948027
1762,167288.56655847075
1763,178654.4919484764
1764,118890.4025824526
1765,172742.20427688843
1766,171811.5318932408
1767,219891.8671291766
1768,144721.6348882175
1769,178220.13002724177
1770,138651.13132911202
1771,126557.17765957466
1772,143748.96509199002
1773,132357.70985881856
1774,124405.48902662742
1775,134109.31136359283
1776,123903.47003126492
1777,109740.60579481066
1778,140343.03322235614
1779,112835.15399413774
1780,171709.11318957436
1781,135750.6522363649
1782,92574.07456112679
1783,134037.47174841078
1784,97990.34467898081
1785,124272.36251136767
1786,165515.09232912652
1787,160010.8239274628
1788,67102.8852637321
1789,111827.98757621259
1790,86515.43697630691
1791,195834.04220265293
1792,154237.20825168834
1793,124499.70436013698
1794,141098.45180140744
1795,134934.1307884993
1796,127751.82207259892
1797,104223.66189859183
1798,121454.04027881971
1799,112071.32349260854
1800,126492.91026109035
1801,129351.84972571525
1802,141534.3901977113
1803,141223.75075298466
1804,137126.02041401537
1805,132421.5073987763
1806,118955.11181460098
1807,130628.83343952976
1808,127190.45305152344
1809,117294.18168706897
1810,140118.4978995307
1811,98276.92193568184
1812,102749.53882297406
1813,120655.07044917688
1814,101817.87964665369
1815,60657.72993006761
1816,91751.06596472526
1817,105747.93189907333
1818,158745.80836591503
1819,125407.89277401342
1820,48976.61674002307
1821,99383.55965810375
1822,151283.41733544186
1823,32099.59719220073
1824,139324.65055378893
1825,122588.63534766155
1826,94775.29656762384
1827,99796.07353101128
1828,122991.52393321789
1829,115193.10059679665
1830,129204.2022773229
1831,172214.7990903551
1832,92202.71712167986
1833,131109.0600945258
1834,121299.63030008438
1835,151812.90617234772
1836,128910.39636472627
1837,91589.8399529171
1838,127432.73013806858
1839,89047.59415897299
1840,153791.13627982745
1841,141765.06331351775
1842,67718.78051536615
1843,131388.91985936035
1844,133054.68904988983
1845,130355.36801223885
1846,154933.65612738475
1847,198027.67650723847
1848,57402.224697617465
1849,112976.58384408143
1850,121092.36793740548
1851,150273.114528367
1852,131185.60819590653
1853,125313.96563696067
1854,177285.92131203797
1855,138672.19529899152
1856,223240.67916789578
1857,176061.73468991226
1858,140390.40368011149
1859,128504.31986339735
1860,155174.382058947
1861,128504.31986339735
1862,326137.2539223452
1863,319358.6288218389
1864,319358.6288218389
1865,318311.9139946139
1866,320611.0393389799
1867,243127.6776597502
1868,291599.21223882085
1869,193151.42416201305
1870,257459.40452460913
1871,254760.92427125483
1872,161487.82144280736
1873,223889.53174035225
1874,152977.252093753
1875,198355.90908593498
1876,194562.89661058527
1877,219673.2431265724
1878,208322.59251068038
1879,142547.56448817128
1880,141921.86345229176
1881,243698.49661648952
1882,248807.1948542884
1883,190239.86278807576
1884,212606.14417491137
1885,264489.9329414563
1886,293195.2675615742
1887,196773.84627507156
1888,285698.9527537244
1889,163823.2359621616
1890,132854.30844870416
1891,130580.96270187781
1892,101467.7797665149
1893,127748.58989222338
1894,132000.1777022398
1895,144018.70724970088
1896,120496.20993745151
1897,100735.89551472124
1898,110653.58144501795
1899,161180.60555153532
1900,163983.14104617396
1901,176146.2839054567
1902,152909.4871180653
1903,229659.8365980104
1904,155023.86106208139
1905,191315.05482499453
1906,184455.51515621468
1907,251825.13116427456
1908,112463.22010745048
1909,133790.7930108415
1910,121620.59799797705
1911,215513.27466392537
1912,318257.459454865
1913,147831.68636723576
1914,59575.55729751594
1915,309374.8544856258
1916,59724.20077160667
1917,268051.07913883927
1918,136694.2588144577
1919,161666.33649998414
1920,135245.77117287062
1921,412385.06741581945
1922,337629.68343123293
1923,226268.78885883666
1924,213164.50697326622
1925,215213.17419933606
1926,399502.84202088503
1927,134085.61647956326
1928,152765.90157976485
1929,118646.70112189754
1930,126544.56428439997
1931,132955.08291699225
1932,125954.19697509348
1933,162905.6500554972
1934,171785.1056726075
1935,170655.38181856528
1936,178837.20286405354
1937,179484.0072376941
1938,173920.3528522612
1939,242958.79974169517
1940,200648.7795352044
1941,169071.45279565977
1942,188151.99839253258
1943,215015.48133114784
1944,326376.1914588376
1945,378394.9581453677
1946,158959.9789316352
1947,323349.2913832661
1948,183082.25625087222
1949,228765.66157456647
1950,179581.6800858527
1951,268861.811341817
1952,221644.91303568805
1953,167355.5396346766
1954,193224.35194941037
1955,132226.3840132096
1956,318316.37279479235
1957,159076.6034670679
1958,291859.0916101069
1959,132413.36724856083
1960,116020.99432938283
1961,111271.48034631676
1962,92434.46628965317
1963,98441.5720661957
1964,99185.60844597209
1965,137031.160652082
1966,157076.4509699154
1967,291068.4671814782
1968,450227.9901724885
1969,408817.7983344854
1970,435276.01694448484
1971,447745.79871367884
1972,392355.21318422357
1973,253415.5079530144
1974,318986.17185837
1975,473879.1818083359
1976,269841.4854033997
1977,390864.0594837978
1978,390029.58382539346
1979,342052.2329772307
1980,200239.57006526153
1981,360931.3836883052
1982,227642.00908992148
1983,217437.72180019712
1984,176023.65247325637
1985,200494.55037765586
1986,209698.4105909503
1987,174492.79307137855
1988,175181.99244465012
1989,191728.56433379825
1990,214488.7790822842
1991,220558.1933314084
1992,205037.71517931996
1993,172177.6692367739
1994,241746.3554115784
1995,178733.41316758087
1996,262881.21641427366
1997,342055.6195004206
1998,375113.7913688822
1999,252084.6585598847
2000,308389.3488419546
2001,263523.82751049736
2002,242079.93773499574
2003,249407.3879949382
2004,273091.24599114165
2005,242755.32718103827
2006,235652.5800913475
2007,245038.72510568122
2008,218142.24430263415
2009,188062.46567128322
2010,198739.1035250935
2011,159901.04942298474
2012,175606.93621204453
2013,179375.2168551772
2014,186089.3618707845
2015,205804.11719823032
2016,185594.251840783
2017,206963.88846041
2018,124276.64115832209
2019,135480.6904393048
2020,110951.42481202241
2021,112412.57381174443
2022,194245.24423203676
2023,128697.57887536501
2024,243085.1203374671
2025,376909.5863113888
2026,182764.71483501454
2027,147121.00948559592
2028,168324.29302486186
2029,166831.3957227311
2030,281205.1371432513
2031,276601.69100069633
2032,281066.3500213112
2033,293279.88360210106
2034,172786.94915359456
2035,216119.58125727635
2036,205484.5983126475
2037,211112.64486738006
2038,324438.4857897013
2039,221231.22527306428
2040,391342.59564069
2041,270884.04896080156
2042,204017.84758555467
2043,170565.72487182647
2044,182836.74227864743
2045,213315.16201514058
2046,149661.25755619473
2047,136233.27970932255
2048,134424.84394937885
2049,137905.58663724133
2050,190949.86518544046
2051,107517.86634188457
2052,126256.38070760039
2053,151736.9492569929
2054,83834.2876789696
2055,164711.50686316026
2056,139521.7412919564
2057,122543.52739930191
2058,215482.57511302788
2059,134855.03660630932
2060,174218.72200007702
2061,177426.89611385894
2062,135952.22762971715
2063,110678.7489286112
2064,132516.73396777568
2065,120793.46313886893
2066,163064.60930877697
2067,117575.97173664068
2068,137546.987193811
2069,84128.15687200277
2070,100208.9392320108
2071,89757.92101876752
2072,105176.53499653468
2073,134853.19401067795
2074,182461.0170995733
2075,152106.8805459971
2076,119377.16505672401
2077,145802.51185089242
2078,123785.45787101964
2079,129918.5220927377
2080,115076.81124955666
2081,117532.37403605827
2082,110961.90474735886
2083,136974.13340358762
2084,108593.29929987509
2085,124092.54059165478
2086,129033.03669486778
2087,126614.79286210159
2088,101437.09082603476
2089,75742.22308697445
2090,125431.60164226605
2091,120738.59232424627
2092,129177.96821879476
2093,138337.9909471312
2094,134139.1575483176
2095,139927.19948146967
2096,82037.4215964221
2097,99341.31661673744
2098,131104.18754157916
2099,64462.20001927118
2100,89402.76375677745
2101,124655.7989957989
2102,139425.06646443176
2103,102901.28093864491
2104,127010.5569917118
2105,127631.56358374663
2106,71374.34060411771
2107,221525.49820725698
2108,113604.88342941734
2109,115723.8429905988
2110,120591.81843840536
2111,153756.97021021272
2112,128716.52820134793
2113,122698.32623490466
2114,109594.6326527204
2115,153869.97000132359
2116,118398.95701625953
2117,133112.28793909622
2118,113988.30525473476
2119,101411.02901992624
2120,119184.04446137138
2121,97631.38393624395
2122,97849.80884865504
2123,89488.41408099714
2124,157895.897129249
2125,132721.62581715774
2126,144824.3932469545
2127,160850.98292267646
2128,119367.50030674561
2129,103294.47699995643
2130,122083.51006678825
2131,164481.27415959287
2132,113107.43726520907
2133,122193.20003405846
2134,112005.58992793199
2135,101818.09839059158
2136,74813.20474289934
2137,119364.75951621935
2138,131244.5476961097
2139,148476.66000229685
2140,144915.19189839633
2141,136548.77386247396
2142,132165.28560954545
2143,134974.0746053115
2144,141192.86999354264
2145,141897.39634117202
2146,159031.69353376032
2147,163046.68377104562
2148,130667.88638763363
2149,138760.91169265614
2150,213173.71450409674
2151,128611.2987932411
2152,172518.02842265528
2153,186668.0039622423
2154,109194.76072775047
2155,123156.97483088952
2156,255710.5524139364
2157,232878.56616373913
2158,240298.50616650315
2159,208235.2644705075
2160,176788.2841368458
2161,237645.7089715401
2162,368565.2569159157
2163,340341.9569176228
2164,248341.28210513573
2165,190770.52529427703
2166,151284.96736149598
2167,217741.10377789903
2168,204370.55498724605
2169,198673.5932036576
2170,226750.39221334524
2171,149641.31420982638
2172,138254.04595917024
2173,170957.41194723634
2174,233912.66322514988
2175,326687.4681746942
2176,307591.3912774979
2177,239365.508387891
2178,211882.21241742972
2179,142764.02537220798
2180,214445.08577099844
2181,189734.88099287113
2182,216081.40798921886
2183,189468.43316359574
2184,122654.05173147762
2185,126347.62372483869
2186,136025.3379618749
2187,150371.90687151527
2188,151330.77864683882
2189,177636.96379922426
2190,83471.20496039333
2191,83536.05289466796
2192,92486.43640066855
2193,106692.84958264927
2194,96858.90264325059
2195,112679.78176797592
2196,102633.23977200678
2197,121853.75768775358
2198,163292.73156104863
2199,164084.91263215375
2200,149313.35233509773
2201,156043.98040015588
2202,218421.03488547186
2203,148729.01270380206
2204,196653.8992130688
2205,128744.89459397219
2206,162300.38382142692
2207,204685.33474790122
2208,260728.06374726063
2209,246694.91005904367
2210,122240.02107180777
2211,117141.8303245358
2212,110300.18594110924
2213,101049.52373407822
2214,118271.59111248303
2215,107030.62220450965
2216,168278.85125605718
2217,67878.99010866911
2218,69853.14198842559
2219,70345.34202525001
2220,60684.73177229347
2221,309374.8544856258
2222,255464.16662778432
2223,265943.3050892989
2224,192962.2112770159
2225,108354.81964201487
2226,181014.8176310385
2227,201145.4767606469
2228,267550.9865354396
2229,243242.20412885727
2230,153223.64747056874
2231,215813.52783832775
2232,185642.25164029878
2233,183049.02552807043
2234,253637.2402225327
2235,223511.5886927764
2236,288125.3768687865
2237,366199.38859081536
2238,208153.1199734383
2239,118939.30401731415
2240,155693.652118693
2241,157345.33477693071
2242,125749.7446641149
2243,123471.74847850588
2244,110703.37245822037
2245,106726.47682758504
2246,149060.51909962375
2247,104422.11501881547
2248,125651.27652197731
2249,127115.85385607394
2250,130108.52956120812
2251,88140.75835359834
2252,170131.9385348078
2253,153074.4256067801
2254,171758.09645068666
2255,177613.38069793407
2256,187244.75621833833
2257,197007.5834250198
2258,172773.7264358974
2259,168756.38256303797
2260,171585.1590003871
2261,201233.24237398215
2262,210825.9318170318
2263,342156.6238178778
2264,452804.77982754516
2265,161184.71185837217
2266,297193.8880602582
2267,437018.24694223003
2268,383352.6496582501
2269,145347.37818972507
2270,203590.2238869739
2271,228674.54481420145
2272,217697.53022944016
2273,167482.35167142376
2274,179901.60533430733
2275,168358.57320941475
2276,190368.00778505678
2277,193177.52829457817
2278,146164.76605491037
2279,133308.60423828167
2280,126720.05682545798
2281,153443.4420239978
2282,175092.09592781644
2283,103694.5574656562
2284,108806.44383754284
2285,155444.6902991254
2286,121198.6389579882
2287,354305.7743344677
2288,286633.7157288171
2289,387723.17876179336
2290,444172.97069521196
2291,326687.2664393184
2292,410133.1933648742
2293,490885.6632074141
2294,431341.1396831529
2295,450913.89555866056
2296,276917.94970009464
2297,291869.0114640946
2298,326277.56289616594
2299,387045.09493249044
2300,374540.0419893274
2301,284707.6381861595
2302,239046.98830395608
2303,255924.96956901305
2304,247084.93597058227
2305,187765.80302377342
2306,180562.96388100417
2307,185494.4062982355
2308,223019.71731113308
2309,293067.14349141065
2310,223976.87560425632
2311,201670.25781122354
2312,178643.52541712744
2313,175353.2586551654
2314,182442.90799728569
2315,175261.24597920367
2316,183166.1298196691
2317,177164.95870479118
2318,170527.41248637447
2319,173882.0678359157
2320,179403.51106099752
2321,236429.6713654415
2322,173226.6364552062
2323,184385.31844853633
2324,178943.9513431043
2325,200665.63393498087
2326,172640.41409725478
2327,214103.11311562746
2328,228477.37242834963
2329,181853.9557473581
2330,168885.2895167679
2331,356595.40157296235
2332,428165.5952826059
2333,349549.96548664843
2334,265312.5714407541
2335,275586.0344482673
2336,334314.48948802054
2337,196984.25039218846
2338,286259.17108403385
2339,231960.4849541487
2340,391019.7356210121
2341,209404.93715031736
2342,232736.26952869658
2343,215287.87589668794
2344,232886.57625658342
2345,242395.63922810156
2346,227170.69445377137
2347,195319.1345740871
2348,248710.1977822116
2349,165823.37514223412
2350,282968.56773825845
2351,237228.4663602007
2352,248179.74739004788
2353,236387.16639274237
2354,138875.1083107974
2355,167071.42554202708
2356,154702.61256636662
2357,189866.74648284243
2358,200346.61621793464
2359,134166.2026900416
2360,113914.06214875648
2361,132783.36694370094
2362,281915.0587143443
2363,138290.26524369602
2364,155891.54372146938
2365,223080.23850186766
2366,215306.30659267007
2367,232960.6974099916
2368,222853.00963566176
2369,220905.99356465865
2370,168474.25345446586
2371,163545.64817353303
2372,191043.25843312897
2373,264588.8329538037
2374,308367.8730314368
2375,242289.95312250938
2376,338324.7704490948
2377,391225.0311384387
2378,145262.4911266103
2379,185408.7023698497
2380,147052.98650709947
2381,167746.16562814583
2382,205409.13445118914
2383,201288.79956367973
2384,240748.15911658196
2385,162908.78259242335
2386,144353.93269835415
2387,144068.69769938884
2388,108277.00213762575
2389,130480.13786870117
2390,140869.7488699303
2391,138582.43904894812
2392,115246.32476300173
2393,164230.86072039508
2394,140333.12844129445
2395,194059.21036017954
2396,141798.12374284258
2397,208328.82284337637
2398,135476.3391478015
2399,62456.046764707484
2400,61500.271213070446
2401,108388.2269860414
2402,138451.46669469858
2403,141863.3266082106
2404,149005.44443519352
2405,157355.35859307478
2406,142691.97729407164
2407,125336.86884917399
2408,139485.66125871215
2409,130830.48111498925
2410,167627.90347890058
2411,120938.09068195989
2412,158282.8964061384
2413,133245.36687365043
2414,144410.47026546297
2415,137261.89567528904
2416,133631.3420229369
2417,129982.8740031387
2418,127219.96444119418
2419,117113.4487950706
2420,123738.67796948558
2421,156211.80074955753
2422,115522.99209910464
2423,130546.81859762833
2424,158314.19806674097
2425,194370.42630847215
2426,130231.12220494208
2427,146793.57996104678
2428,169196.0839763687
2429,113963.1893299184
2430,123159.9546382277
2431,112567.89000067988
2432,141716.02696283962
2433,143753.345687771
2434,138635.977720072
2435,145040.54115599074
2436,105771.03770537098
2437,110068.06795566311
2438,126554.96071618274
2439,114857.10455480902
2440,118431.07903029614
2441,106114.6197021004
2442,102419.54538431104
2443,122865.94220775028
2444,127008.52382977426
2445,76725.6269153041
2446,132870.21454029877
2447,205628.5688189737
2448,122913.26616879879
2449,106494.58858567144
2450,145548.53732872842
2451,125601.82884659068
2452,203087.55440980595
2453,94161.7329973491
2454,134713.46014431235
2455,108296.81828645294
2456,125501.19456819746
2457,113571.04610550344
2458,105602.24500996433
2459,104358.9933643249
2460,130818.4257493386
2461,110635.57352643626
2462,124527.84975931092
2463,124359.31979981448
2464,158077.39710167283
2465,129884.08459991429
2466,105880.22382317712
2467,147473.43023141113
2468,73015.35760216719
2469,82449.20861597445
2470,183258.23469496754
2471,199173.02527168364
2472,168087.00902608936
2473,125705.4025021956
2474,74236.94382876
2475,217517.9507775387
2476,115978.27408103898
2477,126844.78356842215
2478,151148.18560851403
2479,109415.54410058112
2480,133572.80369415195
2481,120072.98235656704
2482,123335.68672001593
2483,115580.70055920236
2484,116888.37345956982
2485,122068.4842830242
2486,153062.71556779477
2487,171742.18160507287
2488,155443.03214770654
2489,149570.6933139238
2490,152335.0255369295
2491,94118.4810722789
2492,187381.40280545663
2493,150140.8507152328
2494,154824.82891392513
2495,100141.22015220181
2496,274718.0851403486
2497,148710.94180449657
2498,109005.12463176408
2499,99289.99324464865
2500,116473.35328010698
2501,138452.1299264937
2502,147644.34199232675
2503,92748.28522726921
2504,212243.6995038937
2505,229697.00927688886
2506,247119.64988300015
2507,278836.4398099334
2508,248148.27732212617
2509,213742.54067103573
2510,224234.8696065788
2511,178595.49913821023
2512,205826.95165573608
2513,217713.1241141377
2514,245803.62072225497
2515,152232.2405891883
2516,165744.39928336168
2517,147035.7551313025
2518,155245.48675112092
2519,225106.51949120744
2520,209721.05186507755
2521,190499.5515350435
2522,227032.5380816538
2523,139318.23601516584
2524,142990.47294474303
2525,146121.76798678475
2526,142166.89571739273
2527,125343.51033826561
2528,138069.85296030645
2529,145146.18619123098
2530,127450.69767596501
2531,240512.740817941
2532,224318.04797679637
2533,200375.46322340865
2534,224535.74928010863
2535,340347.69847845414
2536,228925.4354696085
2537,228934.25402497285
2538,179126.11340509675
2539,185209.91924000313
2540,166397.60982511067
2541,180511.3451416627
2542,162634.06066835407
2543,118749.59223549235
2544,129332.1826234254
2545,133494.76796059226
2546,133111.1756228312
2547,134953.94183917492
2548,138331.92455748425
2549,142545.83533330954
2550,291441.55174036697
2551,135175.14246246466
2552,119123.80125305039
2553,71078.51743184561
2554,102489.6846980834
2555,116461.74136082131
2556,102199.03439248729
2557,118038.66087367487
2558,196087.02381474522
2559,152764.18816457727
2560,150799.55690309574
2561,161610.86046292065
2562,147340.20784409123
2563,153586.91557342556
2564,196682.72865690844
2565,151561.46075657755
2566,183192.72418345293
2567,136292.957122827
2568,197416.47075464853
2569,199044.87869873832
2570,122240.02107180777
2571,187537.5365749268
2572,177397.68137390626
2573,222842.03469870004
2574,284868.4196002986
2575,131446.85406174956
2576,124539.04445813746
2577,165963.93017423563
2578,92847.47650620346
2579,69755.85127735173
2580,114819.1989739596
2581,114864.8409187158
2582,109441.11501227312
2583,270822.47664384043
2584,156330.69673849957
2585,174946.5778689351
2586,214308.53062327503
2587,196636.29313737407
2588,152837.5537202426
2589,137674.06141236922
2590,203065.99974943695
2591,239208.28990817897
2592,213731.12257158943
2593,245529.77151011283
2594,189647.3909556626
2595,225355.86917192859
2596,352156.2551369653
2597,188812.0378402424
2598,288313.0609797868
2599,318110.4944816276
2600,181051.67490351884
2601,136191.92317213246
2602,81973.91160492413
2603,103311.5222581731
2604,94004.03969744619
2605,80689.64770354648
2606,143940.99447454655
2607,176277.61636420278
2608,206362.2594854835
2609,156680.35953766445
2610,112061.5380780837
2611,139270.42251364182
2612,147335.3472864183
2613,133037.64228510266
2614,129614.2245776053
2615,147104.13893628417
2616,135241.94294073756
2617,176816.89638507637
2618,151105.17928775237
2619,183456.25029607647
2620,182845.1896026224
2621,174907.39552677216
2622,185472.40244003237
2623,240278.98682632402
2624,265765.4229045107
2625,352369.31289244274
2626,161700.53762197058
2627,191678.49126259805
2628,436828.88614770904
2629,504789.143975055
2630,369568.57923274767
2631,457369.66178069176
2632,450348.89101340773
2633,327971.4871356321
2634,391603.89239442087
2635,156911.66015344183
2636,193702.83014862673
2637,189866.46206872718
2638,259952.24177524028
2639,210485.51160278195
2640,158907.4589974471
2641,99259.46923225306
2642,175841.8992525712
2643,100013.43601590882
2644,125986.6624978051
2645,102890.08584848726
2646,98031.87766335334
2647,97480.9211449228
2648,140255.73337715352
2649,149750.29613222406
2650,154785.55089939618
2651,135060.80678363988
2652,428197.27939509996
2653,250708.45880674056
2654,259620.51829938588
2655,392890.1581576539
2656,330041.75927299913
2657,352013.7790562725
2658,298715.08919443534
2659,305254.22973769065
2660,342601.4214972697
2661,355000.89816540544
2662,365044.9738113035
2663,278097.26148982096
2664,288740.9286710582
2665,339953.19636072684
2666,305942.23084074975
2667,164306.2987702448
2668,187669.1441636461
2669,165612.57449181756
2670,273317.8033262529
2671,187689.86802988686
2672,191978.35685494513
2673,206695.11130580184
2674,206695.11130580184
2675,176279.9910380159
2676,188253.49851573558
2677,192229.6953302385
2678,255516.97275462464
2679,270178.0710332405
2680,282455.4357133772
2681,433951.81676801114
2682,338631.32659205934
2683,485177.68957638467
2684,310028.1809800805
2685,348510.3514859682
2686,255898.96593452734
2687,321940.286421881
2688,226443.967135258
2689,224671.00445814806
2690,450126.6247253936
2691,176761.68983608275
2692,148550.48297986606
2693,187902.75176468573
2694,153799.6023269414
2695,189014.39808665693
2696,184254.64163190348
2697,174516.52341872113
2698,199975.1712625312
2699,167917.51289526708
2700,158126.25779972973
2701,155608.08984701315
2702,105960.30541671974
2703,133958.05013454446
2704,144715.13149612356
2705,118742.92415254818
2706,119943.25177155001
2707,130631.70602639395
2708,130920.81299266862
2709,115276.03400739569
2710,122145.47150327514
2711,329196.87718731945
2712,370164.28568824066
2713,178839.41017871563
2714,155003.50390083052
2715,161557.70799150434
2716,154137.22553874739
2717,184544.96469864747
2718,222188.0924466157
2719,158421.78277415253
2720,179330.3178164888
2721,139224.1207006211
2722,153581.11278587507
2723,142823.90399244468
2724,130601.51634825821
2725,139616.5283099776
2726,144399.7291524186
2727,180373.7982927029
2728,164037.51990498148
2729,140564.39871806695
2730,145495.1447435391
2731,126611.8374734529
2732,123291.2897472421
2733,150973.80931396814
